time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2021/11/02/17:39:07.930382,111334,1635871147,929554939,,['base_to_pipe_y'],"(0.036076643461799736,)","(0.0,)",()
2021/11/02/17:39:07.991101,111335,1635871147,989480018,,['base_to_pipe_x'],"(0.04274776692184523,)","(0.0,)",()
2021/11/02/17:39:07.991841,111336,1635871147,990971088,,['base_to_pipe_y'],"(0.03580834927104222,)","(0.0,)",()
2021/11/02/17:39:07.994187,111337,1635871147,993171930,,['base_to_pipe_x'],"(0.0427435696669762,)","(0.0,)",()
2021/11/02/17:39:07.995444,111338,1635871147,994483947,,['base_to_pipe_y'],"(0.035491327615090065,)","(0.0,)",()
2021/11/02/17:39:08.019688,111339,1635871148,18549919,,['base_to_pipe_x'],"(0.042764651590239025,)","(0.0,)",()
2021/11/02/17:39:08.021966,111340,1635871148,20648002,,['base_to_pipe_y'],"(0.03518771529074037,)","(0.0,)",()
2021/11/02/17:39:08.049465,111341,1635871148,47843933,,['base_to_pipe_x'],"(0.042791172427983325,)","(0.0,)",()
2021/11/02/17:39:08.049871,111342,1635871148,48846006,,['base_to_pipe_y'],"(0.03486083782296407,)","(0.0,)",()
2021/11/02/17:39:08.093604,111343,1635871148,92730998,,['base_to_pipe_x'],"(0.04280873795455768,)","(0.0,)",()
2021/11/02/17:39:08.094120,111344,1635871148,93318939,,['base_to_pipe_y'],"(0.03451209747501182,)","(0.0,)",()
2021/11/02/17:39:08.107976,111345,1635871148,106750965,,['base_to_pipe_x'],"(0.042810775925566744,)","(0.0,)",()
2021/11/02/17:39:08.108273,111346,1635871148,107398033,,['base_to_pipe_y'],"(0.03416563994724267,)","(0.0,)",()
2021/11/02/17:39:08.137915,111347,1635871148,136885881,,['base_to_pipe_x'],"(0.04282023574746884,)","(0.0,)",()
2021/11/02/17:39:08.138590,111348,1635871148,137845993,,['base_to_pipe_y'],"(0.03385813317562567,)","(0.0,)",()
2021/11/02/17:39:08.196517,111349,1635871148,195269107,,['base_to_pipe_x'],"(0.04281067419560708,)","(0.0,)",()
2021/11/02/17:39:08.196800,111350,1635871148,196099042,,['base_to_pipe_y'],"(0.03359173882786541,)","(0.0,)",()
2021/11/02/17:39:08.201078,111351,1635871148,199990987,,['base_to_pipe_x'],"(0.042837040578982036,)","(0.0,)",()
2021/11/02/17:39:08.201173,111352,1635871148,200548887,,['base_to_pipe_y'],"(0.03331454531649906,)","(0.0,)",()
2021/11/02/17:39:08.226584,111353,1635871148,225478887,,['base_to_pipe_x'],"(0.04284680387340081,)","(0.0,)",()
2021/11/02/17:39:08.226937,111354,1635871148,226012945,,['base_to_pipe_y'],"(0.03303149822893112,)","(0.0,)",()
2021/11/02/17:39:08.257497,111355,1635871148,256548881,,['base_to_pipe_x'],"(0.042838705390828624,)","(0.0,)",()
2021/11/02/17:39:08.258103,111356,1635871148,257256031,,['base_to_pipe_y'],"(0.032793632399869994,)","(0.0,)",()
2021/11/02/17:39:08.297996,111357,1635871148,297074079,,['base_to_pipe_x'],"(0.042793551960823385,)","(0.0,)",()
2021/11/02/17:39:08.298712,111358,1635871148,298002004,,['base_to_pipe_y'],"(0.032591857906799256,)","(0.0,)",()
2021/11/02/17:39:08.317164,111359,1635871148,316257953,,['base_to_pipe_x'],"(0.04277987609902152,)","(0.0,)",()
2021/11/02/17:39:08.318391,111360,1635871148,317425012,,['base_to_pipe_y'],"(0.032413540351209254,)","(0.0,)",()
2021/11/02/17:39:08.349372,111361,1635871148,346571922,,['base_to_pipe_x'],"(0.042817416947678294,)","(0.0,)",()
2021/11/02/17:39:08.351365,111362,1635871148,348074913,,['base_to_pipe_y'],"(0.0322236995957558,)","(0.0,)",()
2021/11/02/17:39:08.404960,111363,1635871148,402719020,,['base_to_pipe_x'],"(0.04280086535749305,)","(0.0,)",()
2021/11/02/17:39:08.408310,111364,1635871148,404176950,,['base_to_pipe_y'],"(0.032032389790954276,)","(0.0,)",()
2021/11/02/17:39:08.411678,111366,1635871148,410604000,,['base_to_pipe_y'],"(0.031921592639020155,)","(0.0,)",()
2021/11/02/17:39:08.439934,111368,1635871148,438683986,,['base_to_pipe_y'],"(0.03183984002277255,)","(0.0,)",()
2021/11/02/17:39:08.468793,111370,1635871148,466237068,,['base_to_pipe_y'],"(0.03178906222972243,)","(0.0,)",()
2021/11/02/17:39:08.510819,111371,1635871148,506948947,,['base_to_pipe_x'],"(0.042770198133875295,)","(0.0,)",()
2021/11/02/17:39:08.510956,111372,1635871148,508346080,,['base_to_pipe_y'],"(0.03179391126482785,)","(0.0,)",()
2021/11/02/17:39:08.526106,111374,1635871148,525263071,,['base_to_pipe_y'],"(0.03180787283308891,)","(0.0,)",()
2021/11/02/17:39:08.562497,111375,1635871148,560775041,,['base_to_pipe_x'],"(0.04279215761629603,)","(0.0,)",()
2021/11/02/17:39:08.562528,111376,1635871148,561645984,,['base_to_pipe_y'],"(0.03189224789059802,)","(0.0,)",()
2021/11/02/17:39:08.614657,111377,1635871148,613318920,,['base_to_pipe_x'],"(0.042802368105214005,)","(0.0,)",()
2021/11/02/17:39:08.614953,111378,1635871148,613878011,,['base_to_pipe_y'],"(0.03201080916441422,)","(0.0,)",()
2021/11/02/17:39:08.616971,111379,1635871148,616024017,,['base_to_pipe_x'],"(0.042817561261461703,)","(0.0,)",()
2021/11/02/17:39:08.617253,111380,1635871148,616590023,,['base_to_pipe_y'],"(0.032123273459668575,)","(0.0,)",()
2021/11/02/17:39:08.644371,111381,1635871148,643431901,,['base_to_pipe_x'],"(0.042795071911867294,)","(0.0,)",()
2021/11/02/17:39:08.645591,111382,1635871148,644330024,,['base_to_pipe_y'],"(0.032299937180930056,)","(0.0,)",()
2021/11/02/17:39:08.673970,111383,1635871148,673171997,,['base_to_pipe_x'],"(0.04280685501343932,)","(0.0,)",()
2021/11/02/17:39:08.675090,111384,1635871148,674096107,,['base_to_pipe_y'],"(0.032515899053966006,)","(0.0,)",()
2021/11/02/17:39:08.716686,111386,1635871148,715656995,,['base_to_pipe_y'],"(0.032747388019881696,)","(0.0,)",()
2021/11/02/17:39:08.734313,111387,1635871148,733340978,,['base_to_pipe_x'],"(0.04276266664746791,)","(0.0,)",()
2021/11/02/17:39:08.735722,111388,1635871148,734571933,,['base_to_pipe_y'],"(0.03299983933437136,)","(0.0,)",()
2021/11/02/17:39:08.764761,111389,1635871148,763497114,,['base_to_pipe_x'],"(0.04270547404177495,)","(0.0,)",()
2021/11/02/17:39:08.765824,111390,1635871148,764875888,,['base_to_pipe_y'],"(0.03326165155986383,)","(0.0,)",()
2021/11/02/17:39:08.824650,111391,1635871148,823781013,,['base_to_pipe_x'],"(0.04269500163157908,)","(0.0,)",()
2021/11/02/17:39:08.825602,111392,1635871148,824841022,,['base_to_pipe_y'],"(0.03355118151695712,)","(0.0,)",()
2021/11/02/17:39:08.828283,111393,1635871148,827649116,,['base_to_pipe_x'],"(0.042679523968400926,)","(0.0,)",()
2021/11/02/17:39:08.829071,111394,1635871148,828461885,,['base_to_pipe_y'],"(0.03388206894375931,)","(0.0,)",()
2021/11/02/17:39:08.855345,111395,1635871148,853018045,,['base_to_pipe_x'],"(0.04266337434185945,)","(0.0,)",()
2021/11/02/17:39:08.855962,111396,1635871148,854842901,,['base_to_pipe_y'],"(0.03420860925711088,)","(0.0,)",()
2021/11/02/17:39:08.885786,111397,1635871148,882894039,,['base_to_pipe_x'],"(0.042692128779109516,)","(0.0,)",()
2021/11/02/17:39:08.886662,111398,1635871148,884792089,,['base_to_pipe_y'],"(0.03449720046573225,)","(0.0,)",()
2021/11/02/17:39:08.928116,111399,1635871148,926246881,,['base_to_pipe_x'],"(0.04273685691791484,)","(0.0,)",()
2021/11/02/17:39:08.928168,111400,1635871148,927309989,,['base_to_pipe_y'],"(0.03482933900877584,)","(0.0,)",()
2021/11/02/17:39:08.946168,111401,1635871148,943198919,,['base_to_pipe_x'],"(0.04272770078451061,)","(0.0,)",()
2021/11/02/17:39:08.947994,111402,1635871148,944272994,,['base_to_pipe_y'],"(0.03513521030379695,)","(0.0,)",()
2021/11/02/17:39:08.972771,111403,1635871148,971788883,,['base_to_pipe_x'],"(0.04271647806216722,)","(0.0,)",()
2021/11/02/17:39:08.974697,111404,1635871148,973141908,,['base_to_pipe_y'],"(0.03543813935370848,)","(0.0,)",()
2021/11/02/17:39:09.031930,111405,1635871149,30190944,,['base_to_pipe_x'],"(0.042644700345179316,)","(0.0,)",()
2021/11/02/17:39:09.033608,111406,1635871149,31694889,,['base_to_pipe_y'],"(0.035751301233536224,)","(0.0,)",()
2021/11/02/17:39:09.036416,111407,1635871149,34938097,,['base_to_pipe_x'],"(0.042600158501002856,)","(0.0,)",()
2021/11/02/17:39:09.037776,111408,1635871149,35938978,,['base_to_pipe_y'],"(0.0360851845692047,)","(0.0,)",()
2021/11/02/17:39:09.068429,111409,1635871149,65732002,,['base_to_pipe_x'],"(0.04260515200136757,)","(0.0,)",()
2021/11/02/17:39:09.068629,111410,1635871149,66975116,,['base_to_pipe_y'],"(0.03637026749464347,)","(0.0,)",()
2021/11/02/17:39:09.093817,111411,1635871149,90830087,,['base_to_pipe_x'],"(0.04259433279948822,)","(0.0,)",()
2021/11/02/17:39:09.095999,111412,1635871149,92355012,,['base_to_pipe_y'],"(0.036663381617454055,)","(0.0,)",()
2021/11/02/17:39:09.133998,111413,1635871149,132874965,,['base_to_pipe_x'],"(0.042584935228215874,)","(0.0,)",()
2021/11/02/17:39:09.135016,111414,1635871149,133842945,,['base_to_pipe_y'],"(0.03693218935419866,)","(0.0,)",()
2021/11/02/17:39:09.150198,111415,1635871149,149422883,,['base_to_pipe_x'],"(0.042566537798220797,)","(0.0,)",()
2021/11/02/17:39:09.151604,111416,1635871149,150737047,,['base_to_pipe_y'],"(0.0371332634498396,)","(0.0,)",()
2021/11/02/17:39:09.180254,111417,1635871149,179493904,,['base_to_pipe_x'],"(0.042523206031248074,)","(0.0,)",()
2021/11/02/17:39:09.181129,111418,1635871149,180236101,,['base_to_pipe_y'],"(0.03731853236605592,)","(0.0,)",()
2021/11/02/17:39:09.239931,111419,1635871149,238863945,,['base_to_pipe_x'],"(0.042514475814482255,)","(0.0,)",()
2021/11/02/17:39:09.240296,111420,1635871149,239496946,,['base_to_pipe_y'],"(0.03747681748867043,)","(0.0,)",()
2021/11/02/17:39:09.244199,111422,1635871149,243535041,,['base_to_pipe_y'],"(0.03758962331607421,)","(0.0,)",()
2021/11/02/17:39:09.272699,111423,1635871149,270719051,,['base_to_pipe_x'],"(0.04256043061162099,)","(0.0,)",()
2021/11/02/17:39:09.273642,111424,1635871149,272141933,,['base_to_pipe_y'],"(0.03768716855582973,)","(0.0,)",()
2021/11/02/17:39:09.304162,111425,1635871149,299851894,,['base_to_pipe_x'],"(0.042608799455040355,)","(0.0,)",()
2021/11/02/17:39:09.304266,111426,1635871149,302714109,,['base_to_pipe_y'],"(0.03774449125717157,)","(0.0,)",()
2021/11/02/17:39:09.344050,111427,1635871149,342483997,,['base_to_pipe_x'],"(0.04263246268569434,)","(0.0,)",()
2021/11/02/17:39:09.346362,111428,1635871149,343900918,,['base_to_pipe_y'],"(0.03779971120186567,)","(0.0,)",()
2021/11/02/17:39:09.362084,111429,1635871149,359368085,,['base_to_pipe_x'],"(0.04261983902460654,)","(0.0,)",()
2021/11/02/17:39:09.362200,111430,1635871149,360881090,,['base_to_pipe_y'],"(0.03783112397238589,)","(0.0,)",()
2021/11/02/17:39:09.390302,111431,1635871149,389153957,,['base_to_pipe_x'],"(0.042603358038346244,)","(0.0,)",()
2021/11/02/17:39:09.392363,111432,1635871149,391047954,,['base_to_pipe_y'],"(0.037782061808061006,)","(0.0,)",()
2021/11/02/17:39:09.448686,111433,1635871149,447495937,,['base_to_pipe_x'],"(0.042597994629266694,)","(0.0,)",()
2021/11/02/17:39:09.450580,111434,1635871149,448966979,,['base_to_pipe_y'],"(0.037699517292090756,)","(0.0,)",()
2021/11/02/17:39:09.452817,111435,1635871149,451466083,,['base_to_pipe_x'],"(0.04259588406698542,)","(0.0,)",()
2021/11/02/17:39:09.454772,111436,1635871149,453399896,,['base_to_pipe_y'],"(0.037589888643937884,)","(0.0,)",()
2021/11/02/17:39:09.479755,111437,1635871149,478782892,,['base_to_pipe_x'],"(0.04257077466066771,)","(0.0,)",()
2021/11/02/17:39:09.481868,111438,1635871149,480045080,,['base_to_pipe_y'],"(0.037468806001031675,)","(0.0,)",()
2021/11/02/17:39:09.509774,111439,1635871149,508061885,,['base_to_pipe_x'],"(0.042584771004420985,)","(0.0,)",()
2021/11/02/17:39:09.510597,111440,1635871149,509532928,,['base_to_pipe_y'],"(0.037310107068988296,)","(0.0,)",()
2021/11/02/17:39:09.552989,111441,1635871149,551343917,,['base_to_pipe_x'],"(0.04257397077597309,)","(0.0,)",()
2021/11/02/17:39:09.554839,111442,1635871149,553342103,,['base_to_pipe_y'],"(0.03709538887853539,)","(0.0,)",()
2021/11/02/17:39:09.570114,111443,1635871149,568061113,,['base_to_pipe_x'],"(0.04256686388454796,)","(0.0,)",()
2021/11/02/17:39:09.570644,111444,1635871149,569071054,,['base_to_pipe_y'],"(0.03687659685750599,)","(0.0,)",()
2021/11/02/17:39:09.596767,111446,1635871149,596463918,,['base_to_pipe_y'],"(0.03666673179815777,)","(0.0,)",()
2021/11/02/17:39:09.658471,111447,1635871149,657836914,,['base_to_pipe_x'],"(0.04257387138258459,)","(0.0,)",()
2021/11/02/17:39:09.658871,111448,1635871149,658180952,,['base_to_pipe_y'],"(0.036435738599475236,)","(0.0,)",()
2021/11/02/17:39:09.662685,111449,1635871149,662094116,,['base_to_pipe_x'],"(0.042605586642504564,)","(0.0,)",()
2021/11/02/17:39:09.663031,111450,1635871149,662550926,,['base_to_pipe_y'],"(0.03616834502734628,)","(0.0,)",()
2021/11/02/17:39:09.692204,111451,1635871149,690578937,,['base_to_pipe_x'],"(0.04274949919472697,)","(0.0,)",()
2021/11/02/17:39:09.693516,111452,1635871149,692050933,,['base_to_pipe_y'],"(0.03584103803831787,)","(0.0,)",()
2021/11/02/17:39:09.722557,111453,1635871149,718265056,,['base_to_pipe_x'],"(0.04316421384452471,)","(0.0,)",()
2021/11/02/17:39:09.725819,111454,1635871149,720840930,,['base_to_pipe_y'],"(0.03517430516651663,)","(0.0,)",()
2021/11/02/17:39:09.767366,111455,1635871149,765960931,,['base_to_pipe_x'],"(0.04431230448939992,)","(0.0,)",()
2021/11/02/17:39:09.774208,111456,1635871149,768692970,,['base_to_pipe_y'],"(0.03372988971814432,)","(0.0,)",()
2021/11/02/17:39:09.777642,111457,1635871149,776309013,,['base_to_pipe_x'],"(0.04492441980706051,)","(0.0,)",()
2021/11/02/17:39:09.778872,111458,1635871149,777546882,,['base_to_pipe_y'],"(0.03163780887025856,)","(0.0,)",()
2021/11/02/17:39:09.808833,111459,1635871149,806046009,,['base_to_pipe_x'],"(0.04398039084656361,)","(0.0,)",()
2021/11/02/17:39:09.809169,111460,1635871149,807645082,,['base_to_pipe_y'],"(0.029966888584238634,)","(0.0,)",()
2021/11/02/17:39:09.869368,111461,1635871149,867980957,,['base_to_pipe_x'],"(0.04077531081218036,)","(0.0,)",()
2021/11/02/17:39:09.871554,111462,1635871149,869858026,,['base_to_pipe_y'],"(0.029698057403969188,)","(0.0,)",()
2021/11/02/17:39:09.874955,111463,1635871149,872579097,,['base_to_pipe_x'],"(0.034916770095436624,)","(0.0,)",()
2021/11/02/17:39:09.876091,111464,1635871149,874038934,,['base_to_pipe_y'],"(0.03149174250882469,)","(0.0,)",()
2021/11/02/17:39:09.899384,111465,1635871149,896275997,,['base_to_pipe_x'],"(0.026238267861449154,)","(0.0,)",()
2021/11/02/17:39:09.899439,111466,1635871149,897730112,,['base_to_pipe_y'],"(0.03585792934595002,)","(0.0,)",()
2021/11/02/17:39:09.927406,111467,1635871149,925808906,,['base_to_pipe_x'],"(0.014487376507681312,)","(0.0,)",()
2021/11/02/17:39:09.928305,111468,1635871149,927231073,,['base_to_pipe_y'],"(0.04332246266851542,)","(0.0,)",()
2021/11/02/17:39:09.973904,111469,1635871149,973438024,,['base_to_pipe_x'],"(-0.00016616753778809612,)","(0.0,)",()
2021/11/02/17:39:09.974363,111470,1635871149,973979949,,['base_to_pipe_y'],"(0.054631308104927306,)","(0.0,)",()
2021/11/02/17:39:09.986554,111471,1635871149,985491037,,['base_to_pipe_x'],"(-0.017089816370294882,)","(0.0,)",()
2021/11/02/17:39:09.986842,111472,1635871149,986326932,,['base_to_pipe_y'],"(0.07044611220621727,)","(0.0,)",()
2021/11/02/17:39:10.017882,111474,1635871150,15541076,,['base_to_pipe_y'],"(0.0911161517264943,)","(0.0,)",()
2021/11/02/17:39:10.076147,111475,1635871150,74111938,,['base_to_pipe_x'],"(-0.05353177810981308,)","(0.0,)",()
2021/11/02/17:39:10.077070,111476,1635871150,75391054,,['base_to_pipe_y'],"(0.11622614294403195,)","(0.0,)",()
2021/11/02/17:39:10.083379,111477,1635871150,79298019,,['base_to_pipe_x'],"(-0.07006566042305874,)","(0.0,)",()
2021/11/02/17:39:10.083505,111478,1635871150,80766916,,['base_to_pipe_y'],"(0.1445242103892826,)","(0.0,)",()
2021/11/02/17:39:10.107585,111479,1635871150,103939056,,['base_to_pipe_x'],"(-0.08307575295077166,)","(0.0,)",()
2021/11/02/17:39:10.107637,111480,1635871150,105720043,,['base_to_pipe_y'],"(0.17403421788147702,)","(0.0,)",()
2021/11/02/17:39:10.137214,111481,1635871150,134990930,,['base_to_pipe_x'],"(-0.09167796313382338,)","(0.0,)",()
2021/11/02/17:39:10.138901,111482,1635871150,136635065,,['base_to_pipe_y'],"(0.20302240199824803,)","(0.0,)",()
2021/11/02/17:39:10.177078,111483,1635871150,176650047,,['base_to_pipe_x'],"(-0.09405145522669241,)","(0.0,)",()
2021/11/02/17:39:10.177372,111484,1635871150,177031040,,['base_to_pipe_y'],"(0.2305777863049551,)","(0.0,)",()
2021/11/02/17:39:10.193451,111485,1635871150,192761898,,['base_to_pipe_x'],"(-0.0876865427362733,)","(0.0,)",()
2021/11/02/17:39:10.193981,111486,1635871150,193454027,,['base_to_pipe_y'],"(0.25628232523462774,)","(0.0,)",()
2021/11/02/17:39:10.222217,111487,1635871150,221776008,,['base_to_pipe_x'],"(-0.07248558116561535,)","(0.0,)",()
2021/11/02/17:39:10.222379,111488,1635871150,222134113,,['base_to_pipe_y'],"(0.2792225303164366,)","(0.0,)",()
2021/11/02/17:39:10.281337,111490,1635871150,281027078,,['base_to_pipe_y'],"(0.2983757160663763,)","(0.0,)",()
2021/11/02/17:39:10.286278,111491,1635871150,285484075,,['base_to_pipe_x'],"(-0.017510075377485983,)","(0.0,)",()
2021/11/02/17:39:10.286438,111492,1635871150,285907030,,['base_to_pipe_y'],"(0.3130289183221871,)","(0.0,)",()
2021/11/02/17:39:10.311313,111493,1635871150,310949087,,['base_to_pipe_x'],"(0.020900907547463078,)","(0.0,)",()
2021/11/02/17:39:10.311675,111494,1635871150,311407089,,['base_to_pipe_y'],"(0.32188021033552744,)","(0.0,)",()
2021/11/02/17:39:10.343986,111496,1635871150,342746019,,['base_to_pipe_y'],"(0.32413514223921847,)","(0.0,)",()
2021/11/02/17:39:10.390486,111497,1635871150,387803077,,['base_to_pipe_x'],"(0.11175932345202312,)","(0.0,)",()
2021/11/02/17:39:10.391438,111498,1635871150,390260934,,['base_to_pipe_y'],"(0.318908300678906,)","(0.0,)",()
2021/11/02/17:39:10.404798,111499,1635871150,402250051,,['base_to_pipe_x'],"(0.16003982942159464,)","(0.0,)",()
2021/11/02/17:39:10.406020,111500,1635871150,403788089,,['base_to_pipe_y'],"(0.30568006349298926,)","(0.0,)",()
2021/11/02/17:39:10.432584,111501,1635871150,431157112,,['base_to_pipe_x'],"(0.2076564124230499,)","(0.0,)",()
2021/11/02/17:39:10.432608,111502,1635871150,431725978,,['base_to_pipe_y'],"(0.2839784096498165,)","(0.0,)",()
2021/11/02/17:39:10.490565,111504,1635871150,490272998,,['base_to_pipe_y'],"(0.2549772374529827,)","(0.0,)",()
2021/11/02/17:39:10.496680,111505,1635871150,495577096,,['base_to_pipe_x'],"(0.2882193432046867,)","(0.0,)",()
2021/11/02/17:39:10.498206,111506,1635871150,497010946,,['base_to_pipe_y'],"(0.22161204979958857,)","(0.0,)",()
2021/11/02/17:39:10.527662,111508,1635871150,525958061,,['base_to_pipe_y'],"(0.18730563568678765,)","(0.0,)",()
2021/11/02/17:39:10.558069,111509,1635871150,553674936,,['base_to_pipe_x'],"(0.3382689177185891,)","(0.0,)",()
2021/11/02/17:39:10.560676,111510,1635871150,557841062,,['base_to_pipe_y'],"(0.15454752976445768,)","(0.0,)",()
2021/11/02/17:39:10.599033,111512,1635871150,597580909,,['base_to_pipe_y'],"(0.12555904554931444,)","(0.0,)",()
2021/11/02/17:39:10.617261,111513,1635871150,611171960,,['base_to_pipe_x'],"(0.3622886050249476,)","(0.0,)",()
2021/11/02/17:39:10.617331,111514,1635871150,612596988,,['base_to_pipe_y'],"(0.10149027168385297,)","(0.0,)",()
2021/11/02/17:39:10.642765,111516,1635871150,641617059,,['base_to_pipe_y'],"(0.08256985558873853,)","(0.0,)",()
2021/11/02/17:39:10.702908,111517,1635871150,700242042,,['base_to_pipe_x'],"(0.3688639468823485,)","(0.0,)",()
2021/11/02/17:39:10.704908,111518,1635871150,701875925,,['base_to_pipe_y'],"(0.0685176563142652,)","(0.0,)",()
2021/11/02/17:39:10.705935,111519,1635871150,704885005,,['base_to_pipe_x'],"(0.36780800409333203,)","(0.0,)",()
2021/11/02/17:39:10.711378,111520,1635871150,707674026,,['base_to_pipe_y'],"(0.058391700571998516,)","(0.0,)",()
2021/11/02/17:39:10.734757,111522,1635871150,730849027,,['base_to_pipe_y'],"(0.05100542716433016,)","(0.0,)",()
2021/11/02/17:39:10.762782,111523,1635871150,759219884,,['base_to_pipe_x'],"(0.36039535945005907,)","(0.0,)",()
2021/11/02/17:39:10.762871,111524,1635871150,761167049,,['base_to_pipe_y'],"(0.04511116109981282,)","(0.0,)",()
2021/11/02/17:39:10.806919,111525,1635871150,805775880,,['base_to_pipe_x'],"(0.3552262173063797,)","(0.0,)",()
2021/11/02/17:39:10.809395,111526,1635871150,807176113,,['base_to_pipe_y'],"(0.0396401216963226,)","(0.0,)",()
2021/11/02/17:39:10.821015,111527,1635871150,819916963,,['base_to_pipe_x'],"(0.34992919152204505,)","(0.0,)",()
2021/11/02/17:39:10.822786,111528,1635871150,821553945,,['base_to_pipe_y'],"(0.033727879718036875,)","(0.0,)",()
2021/11/02/17:39:10.852952,111529,1635871150,850250959,,['base_to_pipe_x'],"(0.34501974162542026,)","(0.0,)",()
2021/11/02/17:39:10.855841,111530,1635871150,853414058,,['base_to_pipe_y'],"(0.02700257545887115,)","(0.0,)",()
2021/11/02/17:39:10.919659,111532,1635871150,914196968,,['base_to_pipe_y'],"(0.019262407278893758,)","(0.0,)",()
2021/11/02/17:39:10.919680,111533,1635871150,916934967,,['base_to_pipe_x'],"(0.3380690946029218,)","(0.0,)",()
2021/11/02/17:39:10.919716,111534,1635871150,918261051,,['base_to_pipe_y'],"(0.010860866024478113,)","(0.0,)",()
2021/11/02/17:39:10.945995,111535,1635871150,943409919,,['base_to_pipe_x'],"(0.336180505465561,)","(0.0,)",()
2021/11/02/17:39:10.947507,111536,1635871150,945163965,,['base_to_pipe_y'],"(0.002299076516898148,)","(0.0,)",()
2021/11/02/17:39:10.973418,111538,1635871150,969994068,,['base_to_pipe_y'],"(-0.005858488837133146,)","(0.0,)",()
2021/11/02/17:39:11.015393,111539,1635871151,13895988,,['base_to_pipe_x'],"(0.333975392310951,)","(0.0,)",()
2021/11/02/17:39:11.016820,111540,1635871151,15290021,,['base_to_pipe_y'],"(-0.013878879631756684,)","(0.0,)",()
